시도,시군구,주유소명,주소,브랜드,휘발유가격,경유가격,세차장,24시간영업,편의점,전화번호
서울특별시,서대문구,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),SK에너지,1898,1879,가능,불가,없음,02-336-6151
서울특별시,서대문구,㈜제일주유소,서울 서대문구 통일로 455 (홍제동),HD현대오일뱅크,1919,1909,불가,불가,없음,02-379-0753
서울특별시,서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지,1938,1928,가능,불가,없음,02-338-8045
서울특별시,서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,1948,1938,가능,불가,없음,02-395-7236
서울특별시,서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,1847,1839,가능,불가,없음,02-587-0895
서울특별시,서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SK에너지,1847,1837,가능,불가,있음,02-572-0567
서울특별시,서초구,방배주유소,서울 서초구 동작대로 182,HD현대오일뱅크,1849,1859,가능,불가,없음,02-534-0051
서울특별시,서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GS칼텍스,1854,1860,가능,불가,없음,02-592-4915
서울특별시,서초구,HD현대오일뱅크㈜직영 팔레스주유소,서울 서초구 사평대로 136,HD현대오일뱅크,1859,1854,불가,불가,없음,02-720-0020
서울특별시,서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,1863,1853,가능,불가,없음,02-2057-5189
서울특별시,서초구,㈜에이치앤디이 만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),1864,1853,불가,가능,없음,02-573-7430
서울특별시,서초구,HD현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,HD현대오일뱅크,1864,1861,가능,불가,없음,02-579-8429
서울특별시,서초구,말죽거리주유소,서울 서초구 남부순환로 2650,GS칼텍스,1866,1856,불가,불가,없음,02-579-9933
서울특별시,서초구,씨앤에스유통㈜ 내곡드림주유소,서울 서초구 헌릉로 177 (내곡동),S-OIL,1868,1866,가능,불가,없음,02-2058-3224
서울특별시,서초구,㈜방배동주유소,서울 서초구 효령로 29,S-OIL,1868,1853,가능,불가,없음,02-581-5179
서울특별시,서초구,HD현대오일뱅크㈜직영 서초제일주유소,서울 서초구 사임당로 116,HD현대오일뱅크,1869,1864,가능,불가,없음,02-587-6080
서울특별시,서초구,에너지 플러스 허브 내곡,서울 서초구 헌릉로 210,GS칼텍스,1869,1862,가능,불가,없음,02-3461-5145
서울특별시,서초구,HD현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),HD현대오일뱅크,1869,1864,가능,불가,없음,02-3481-2513
서울특별시,서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,1875,1875,불가,불가,없음,02-594-5987
서울특별시,서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,1875,1875,불가,불가,없음,02-582-5198
서울특별시,서초구,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),S-OIL,1875,1875,가능,불가,없음,02-6080-0516
서울특별시,서초구,반포그린주유소,서울 서초구 서초중앙로 239,GS칼텍스,1875,1875,가능,불가,없음,02-532-5147
서울특별시,서초구,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GS칼텍스,1875,1875,불가,불가,없음,02-523-5551
서울특별시,서초구,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GS칼텍스,1878,1872,가능,가능,없음,02-536-5145
서울특별시,서초구,오토테크주유소,서울특별시 서초구  효령로 356,S-OIL,1885,1885,가능,불가,없음,02-585-5189
서울특별시,서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,1888,1872,가능,가능,있음,02-542-1517
서울특별시,서초구,양재주유소,서울 서초구 바우뫼로 178,SK에너지,1888,1829,가능,불가,없음,02-577-1621
서울특별시,서초구,서초우면산주유소,서울 서초구 양재대로2길 100-30,S-OIL,1898,1887,가능,불가,없음,02-577-5151
서울특별시,서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),SK에너지,1899,1899,가능,가능,없음,02-533-5151
서울특별시,서초구,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SK에너지,1899,1897,가능,불가,없음,02-571-8000
서울특별시,서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,1916,1916,가능,불가,있음,02-3471-5151
서울특별시,서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,1919,1919,가능,가능,없음,02-535-3001
서울특별시,서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SK에너지,1978,1918,가능,불가,없음,02-599-3657
서울특별시,서초구,(주)선문에너지 중앙주유소,서울 서초구  바우뫼로 219 (양재1동),HD현대오일뱅크,2388,2258,가능,불가,없음,02-575-5110
서울특별시,성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,1830,1809,가능,가능,없음,02-3390-4338
서울특별시,성동구,㈜성동에너지,서울 성동구 천호대로 392,HD현대오일뱅크,1830,1809,가능,가능,없음,02-3394-7003
서울특별시,성동구,HD현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,HD현대오일뱅크,1847,1842,가능,가능,없음,02-464-7252
서울특별시,성동구,정호주유소,서울 성동구 고산자로 307 (마장동),자가상표,1854,1848,불가,불가,없음,02-2297-9442
서울특별시,성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),HD현대오일뱅크,1855,1854,가능,불가,없음,02-465-5182
서울특별시,성동구,HD현대오일뱅크㈜직영 성동셀프주유소,서울 성동구 마장로 311 (마장동),HD현대오일뱅크,1856,1829,가능,불가,없음,02-2299-7333
서울특별시,성동구,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GS칼텍스,1857,1869,가능,가능,없음,02-463-6919
서울특별시,성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352,SK에너지,1873,1814,가능,불가,없음,02-467-7240
서울특별시,성동구,SK에너지(주) 군자동주유소,서울특별시 성동구  천호대로 446 (용답동),SK에너지,1873,1814,가능,가능,없음,02-2244-4945
서울특별시,성동구,아이콘주유소,서울 성동구 고산자로 273 (도선동),S-OIL,1888,1858,가능,가능,없음,02-2291-5189
서울특별시,성동구,KH에너지㈜직영 성수만세주유소,서울 성동구 왕십리로 109,SK에너지,1893,1814,가능,불가,없음,02-499-8223
서울특별시,성동구,세원주유소,서울 성동구 광나루로 184,HD현대오일뱅크,1935,1925,가능,불가,없음,02-462-5665
서울특별시,성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),GS칼텍스,1967,1959,가능,불가,없음,02-461-7100
서울특별시,성동구,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SK에너지,2295,2235,가능,불가,없음,02-2294-4225
서울특별시,성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,2295,2193,가능,불가,없음,02-2297-0066
서울특별시,성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,2321,2231,불가,불가,없음,02-2282-5151
서울특별시,성북구,㈜원천주유소,서울 성북구 돌곶이로 142,GS칼텍스,1839,1827,불가,불가,없음,070-4063-1057
서울특별시,성북구,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),GS칼텍스,1840,1819,가능,가능,없음,02-953-1448
서울특별시,성북구,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,HD현대오일뱅크,1840,1819,가능,불가,없음,02-942-1448
서울특별시,성북구,중앙에너비스 종암지점,서울 성북구 종암로 58,SK에너지,1845,1825,가능,가능,없음,070-8707-4565
서울특별시,성북구,삼미상사㈜ 드림랜드주유소,서울 성북구 월계로 128 (장위동),SK에너지,1847,1819,불가,불가,없음,02-916-9906
서울특별시,성북구,신방주유소,서울 성북구 안암로 111 (안암동5가),S-OIL,1849,1829,불가,불가,없음,02-922-5151
서울특별시,성북구,(주)성북주유소,서울 성북구 보문로 142,HD현대오일뱅크,1849,1849,가능,불가,없음,02-928-4900
서울특별시,성북구,HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),HD현대오일뱅크,1855,1841,가능,불가,없음,02-911-5189
서울특별시,성북구,HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96,HD현대오일뱅크,1856,1842,가능,불가,없음,02-941-5189
서울특별시,성북구,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,GS칼텍스,1859,1849,가능,가능,없음,02-942-5150
서울특별시,성북구,신동방주유소,서울 성북구 월계로 84,S-OIL,1877,1852,불가,불가,없음,02-918-5151
서울특별시,성북구,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),GS칼텍스,1878,1858,가능,가능,없음,02-921-7785
서울특별시,성북구,장삼 쌍둥이 주유소,서울 성북구 한천로 612 (장위동),HD현대오일뱅크,1886,1885,가능,불가,없음,02-909-0314
서울특별시,성북구,우리주유소,서울 성북구 화랑로 292,SK에너지,1887,1877,가능,가능,없음,02-969-5185
서울특별시,성북구,㈜삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),GS칼텍스,1894,1893,가능,불가,없음,02-914-6556
서울특별시,성북구,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,GS칼텍스,1920,1889,불가,불가,없음,02-942-5152
서울특별시,성북구,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),S-OIL,1935,1934,가능,불가,없음,02-923-8484
서울특별시,성북구,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,S-OIL,1937,1926,가능,불가,없음,02-963-0051
서울특별시,성북구,삼선주유소,서울 성북구 창경궁로 324,S-OIL,2098,1998,가능,불가,없음,02-766-5105
서울특별시,성북구,아이에스피시그넷㈜ 서울북부고속주유소,서울 성북구 삼양로 78,SK에너지,2549,2539,불가,불가,없음,02-980-1311
서울특별시,송파구,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,1829,1828,가능,불가,없음,02-409-2211
서울특별시,송파구,양운개발 마천로주유소,서울 송파구 마천로 230,SK에너지,1839,1826,가능,불가,없음,02-431-1991
서울특별시,송파구,서울이엔지㈜ 이월주유소,서울 송파구 송이로 28,GS칼텍스,1839,1829,가능,불가,없음,02-425-5125
서울특별시,송파구,HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397,HD현대오일뱅크,1843,1833,불가,불가,없음,02-417-7111
서울특별시,송파구,㈜버드에너지 위례제일,서울 송파구 위례서로 260,S-OIL,1849,1848,가능,불가,없음,02-408-9951
서울특별시,송파구,(주)유진주유소,서울 송파구 동남로 325 (오금동),SK에너지,1849,1848,가능,불가,없음,02-406-3956
서울특별시,송파구,위례드림주유소,서울시 송파구  위례중앙로 10,S-OIL,1849,1848,가능,가능,없음,02-404-5189
서울특별시,송파구,상아주유소,서울 송파구 거마로 82,S-OIL,1849,1848,가능,불가,없음,02-409-8251
서울특별시,송파구,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),HD현대오일뱅크,1853,1838,가능,불가,없음,02-448-9804
서울특별시,송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),GS칼텍스,1853,1849,가능,불가,없음,02-409-5185
서울특별시,송파구,(주)정직한주유소,서울 송파구 오금로 455 (거여동),HD현대오일뱅크,1853,1851,가능,불가,없음,02-406-4634
서울특별시,송파구,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,S-OIL,1860,1870,불가,불가,없음,02-407-0708
서울특별시,송파구,㈜지에스이앤알 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),HD현대오일뱅크,1864,1867,가능,가능,없음,02-424-2900
서울특별시,송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,1868,1864,가능,가능,있음,02-409-5145
서울특별시,송파구,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),S-OIL,1869,1852,가능,가능,없음,02-414-5010
서울특별시,송파구,삼화주유소,서울 송파구 백제고분로 125,GS칼텍스,1884,1873,불가,가능,없음,02-2203-2280
서울특별시,송파구,㈜삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),GS칼텍스,1884,1893,가능,불가,없음,02-416-1911
서울특별시,송파구,제트라인DM주유소,서울 송파구 중대로 183 (가락동),HD현대오일뱅크,1885,1875,불가,불가,없음,02-430-5151
서울특별시,송파구,㈜스마일에너지 올림픽공원주유소,서울 송파구 올림픽로 499,S-OIL,1887,1842,가능,불가,없음,02-477-1906
서울특별시,송파구,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,1887,1872,가능,불가,있음,02-2202-4050
서울특별시,송파구,완불주유소,서울 송파구 송파대로 3,SK에너지,1918,1898,가능,가능,없음,02-3402-2900
서울특별시,송파구,방이주유소,서울 송파구 위례성대로12길 38 (방이동),SK에너지,1934,1923,가능,불가,없음,02-424-3051
서울특별시,송파구,㈜삼표에너지 훼미리주유소,서울 송파구 중대로 58,GS칼텍스,1945,1893,가능,불가,없음,02-448-9252
서울특별시,송파구,㈜삼표에너지 우리주유소,서울 송파구 동남로 153,GS칼텍스,1945,1893,가능,불가,없음,02-3401-1588
서울특별시,송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,1947,1937,불가,불가,없음,02-421-0051
서울특별시,송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),SK에너지,1999,1999,가능,불가,없음,02-422-2834
서울특별시,양천구,신월주유소,서울 양천구 신월로 193,GS칼텍스,1819,1799,불가,불가,없음,02-2602-5182
서울특별시,양천구,동일석유㈜개나리주유소,서울 양천구 남부순환로 442 (신월동),SK에너지,1829,1808,가능,불가,없음,02-2606-5189
서울특별시,양천구,㈜자연에너지 남부주유소,서울 양천구 남부순환로 553,HD현대오일뱅크,1829,1808,가능,불가,없음,02-2604-4760
서울특별시,양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,1829,1808,가능,불가,없음,02-2608-9231
서울특별시,양천구,이케이에너지(주) 무산주유소,서울 양천구 신정로 236,HD현대오일뱅크,1829,1808,가능,불가,없음,02-2690-7775
서울특별시,양천구,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),SK에너지,1834,1808,불가,불가,없음,02-2694-4966
서울특별시,양천구,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),SK에너지,1834,1814,불가,불가,없음,02-2646-6212
서울특별시,양천구,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),HD현대오일뱅크,1839,1829,불가,불가,없음,02-2691-5185
서울특별시,양천구,양천구주유소,서울 양천구 국회대로 275,HD현대오일뱅크,1853,1846,가능,가능,없음,02-2644-5105
서울특별시,양천구,SK에너지㈜ 신평,서울 양천구 목동남로 62,SK에너지,1854,1794,가능,불가,없음,02-2654-5145
서울특별시,양천구,씨앤에스유통(주) 양천드림주유소,서울 양천구 안양천로 657 (신정동),S-OIL,1859,1826,가능,불가,없음,02-2651-7479
서울특별시,양천구,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),SK에너지,1859,1799,가능,불가,없음,02-2693-4994
서울특별시,양천구,가로공원주유소,서울 양천구 가로공원로 165 (신월동),SK에너지,1859,1829,가능,가능,없음,02-2695-3423
서울특별시,양천구,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,HD현대오일뱅크,1860,1829,가능,불가,없음,02-2644-5185
서울특별시,양천구,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),HD현대오일뱅크,1860,1840,불가,불가,없음,02-2648-4204
서울특별시,양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,HD현대오일뱅크,1869,1859,가능,불가,없음,02-2642-5188
서울특별시,양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,HD현대오일뱅크,1878,1859,가능,불가,없음,02-2690-5837
서울특별시,양천구,더지엘에너지㈜ 목동지점,서울 양천구 안양천로 1171,GS칼텍스,1894,1893,가능,불가,없음,02-2061-5108
서울특별시,양천구,㈜삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,1894,1893,가능,불가,없음,02-2654-5153
서울특별시,양천구,신정동주유소,서울 양천구 안양천로 663 (신정동),HD현대오일뱅크,1898,1858,불가,불가,없음,02-2651-5189
서울특별시,양천구,목동주유소,서울 양천구 목동중앙로 125 (목동),SK에너지,1898,1897,가능,불가,없음,02-2645-5104
서울특별시,양천구,신양주유소,서울 양천구 지양로 67,SK에너지,1999,1989,가능,불가,없음,02-2608-3312
